Name of the station,Year,srcStateName,StateCode,StateName,IntermediateRatio
TEL,2012,ORISSA,21,ODISHA,1
SIUEL AT D/S SURGANI,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
SIUEL D/S SURGANI,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GODAVARI AT BASARA, ADILABAD",2016,TELANGANA,36,TELANGANA,1
"JAI BHARALI NR BISWANATH CHARALI, SONITPUR",2012,ASSAM,18,ASSAM,1
AKRAVATHIR RIVER BEFORE CONFLUENCE AT SANGAM,2018,KARNATAKA,29,KARNATAKA,1
"SWAN AT D/S NANGAL DISTT. UNA, H.P.",2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"SINDH AT RANGIL, SRINAGAR",2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"NARMADA AT BADWANI, M.P.",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
GANGA U/S KANNAUJ (RAJGHAT),2016,UTTAR PRADESH,9,UTTAR PRADESH,1
GODAVARI AT POLAVARAM,2012,ANDHRA PRADESH,36,ANDHRA PRADESH,1
MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT.,2014,MAHARASHTRA,27,MAHARASHTRA,1
"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",2014,ANDHRA PRADESH,36,TELANGANA,1
"GHAGHARA AT DEORIA D/S, U.P.",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
YAMUNA U/S MATHURA,2016,UTTAR PRADESH,9,UTTAR PRADESH,1
"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",2014,ANDHRA PRADESH,36,TELANGANA,1
BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA NALLAH WITH RIVER DAYA),2013,ORISSA,21,ODISHA,1
"KRISHNA AT THANGADI , MAHABOOBNAGAR DIST.",2019,TELANGANA,36,TELANGANA,1
"CHENAB, BLIND CURVE, SHAMSHAN GHAT",2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"KHARI AT LALI VILLAGE NEAR AHMEDABAD,",2017,GUJARAT,24,GUJARAT,1
SATLUJ AT D/S RAMPUR,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM",2019,TELANGANA,36,TELANGANA,1
GANGA AT GARDEN REACH,2017,WEST BENGAL,19,WEST BENGAL,1
"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR,",2019,KARNATAKA,29,KARNATAKA,1
GANGA AT BAHARAMPORE,2016,WEST BENGAL,19,WEST BENGAL,1
MANJEERA AT RAIPALLY,2019,TELANGANA,36,TELANGANA,1
"WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE AFTER MIXI",2018,"MADHYA
PRADESH",23,MADHYA PRADESH,1
RAVI AT D/S OF CHAMBA TOWN,2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GODAVARI AT BURGAMPAHAD, KHAMMAM",2014,ANDHRA PRADESH,36,TELANGANA,1
"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISSGARH.",2014,CHHATTISGARH,22,CHHATTISGARH,1
GANGA AT TRIGHAT (GHAZIPUR),2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"BAITARNI AT CHANDBALI, ORISSA",2013,ORISSA,21,ODISHA,1
"MAHANADI AT U/S OF RAJIM, CHHATISGARH.",2018,CHHATTISGARH,22,CHHATTISGARH,1
MALPRABHA AT BADAMI BRIDGE,2016,KARNATAKA,29,KARNATAKA,1
"BASANTER AT SAMBA (BELOW NH-1A BRIDGE), BASANTAR US (R.H.S),J&K",2013,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"MULA-MUTHA RIVER AT D/S OF THEUR, HAWELI, PUNE",2014,MAHARASHTRA,27,MAHARASHTRA,1
"SONE AT CHITAWAL NEAR ROAD BRIDGE CHITRANGI, DIST SINGROULI",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
"DIKHOW RIVER AT NAGINI MORA (INTERSTATE BOUNDARIES, ASSAMNAGALAND)",2017,ASSAM,18,ASSAM,1
"RIVER RAPTI AT RAJGHAT, GORAKHPUR",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"KALINADI AT KANNAUJ (BEFORE CONF.), U.P",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"NAMCHIK RIVER AT KHARSANG,",2017,ASSAM,18,ASSAM,1
"TAPI AT RANDER BRIDGE, SURAT",2018,GUJARAT,24,GUJARAT,1
PARVATI BEFORE CONF. TO RIVER BEAS,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
GANGA AT DALMAU (RAI BAREILLY),2012,UTTAR PRADESH,9,UTTAR PRADESH,1
SINDH RIVER AT DUDERHAMA,2018,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
MAHANADI AT SAMBHALPUR FD/s AT HUMA,2019,ODISHA,21,ODISHA,1
"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR",2013,ANDHRA PRADESH,36,TELANGANA,1
KHAN AT KABIT KHEDI (NEAR INDORE),2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"NARMADA AT BHARUCH,ZADESHVAR,GUJARAT",2013,GUJARAT,24,GUJARAT,1
"SONE AT INDRAPURI, DEHRI ON SONE, ROHTAS",2019,BIHAR,10,BIHAR,1
"CAUVERY AT TIRUCHIRAPPALLI U/S, TAMILNADU",2017,TAMIL NADU,33,TAMIL NADU,1
"BHIMA D/S, OF BUNDGARDEN PUNE",2016,MAHARASHTRA,27,MAHARASHTRA,1
ALAKNANDA B/C TO BHAGIRATHI AT DEVPRAYAG,2018,UTTARAKHAND,5,UTTARAKHAND,1
SALANDI AT BHADRAK U/S,2017,ODISHA,21,ODISHA,1
"BHAVANI AT D/S OF KALINGARAYAN CANAL (B10), ERODE, TAMILNADU",2017,TAMIL NADU,33,TAMIL NADU,1
"SANKOSH RIVER, DHUBRI",2013,ASSAM,18,ASSAM,1
"PAWNA RIVER AT DAPODI BRIDGE, AT PAWANA- MULLA SANGAM,PUNE.",2013,MAHARASHTRA,27,MAHARASHTRA,1
"KABBANI AT MUTHANKARA, KERALA",2013,KERALA,32,KERALA,1
YAMUNA AT MATHURA D/S,2012,UTTAR PRADESH,9,UTTAR PRADESH,1
SINDH RIVER AT WAIL BRIDGE,2017,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
MANDAKINI AT CHITRAKUT,2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"SATLUJ 100M D/S , NANGAL",2016,PUNJAB,3,PUNJAB,1
WAINGANGA RIVER D/S OF ELLORA PAPER MILL.,2012,MAHARASHTRA,27,MAHARASHTRA,1
"SIRSA AT D/S NALAGARH DISTT. SOLAN, H.P.",2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
RIVER BRAHMANI AT,2018,ODISHA,21,ODISHA,1
KATHAJODI D/S CUTTACK,2016,ODISHA,21,ODISHA,1
BEAS AT D/S MANALI,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
RIVER GOMTI AT BHATPUR U/S,2019,"UTTAR
PRADESH",9,UTTAR PRADESH,1
MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU,2012,ANDHRA PRADESH,36,TELANGANA,1
"MULAMUTHA D/S OF THEUR, HAWELI, PUNE",2016,MAHARASHTRA,27,MAHARASHTRA,1
"YAMUNA AT HATHNIKUND, YAMUNANAGAR",2019,HARYANA,6,HARYANA,1
GOMTI AT JAUNPUR D/S,2012,UTTAR PRADESH,9,UTTAR PRADESH,1
GANGA D/S PATNA (GANGA BRIDGE),2016,BIHAR,10,BIHAR,1
GANGA AT BITHOOR (KANPUR),2012,UTTAR PRADESH,9,UTTAR PRADESH,1
"SATLUJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",2017,PUNJAB,3,PUNJAB,1
"SHEDHI AT KHEDA, GUJARAT",2018,GUJARAT,24,GUJARAT,1
"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT,",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
"BHADRA AT D/S OF BHADRAVATHI,",2017,KARNATAKA,29,KARNATAKA,1
"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.",2013,MAHARASHTRA,27,MAHARASHTRA,1
"KALJANI DS OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",2018,WEST BENGAL,19,WEST BENGAL,1
GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DI,2018,TELANGANA,36,TELANGANA,1
"GODAVARI AT U/S OF GANGAPUR DAM, NASIK",2017,MAHARASHTRA,27,MAHARASHTRA,1
RIVER SUTLEJ AT LUDHIANA D/S,2019,PUNJAB,3,PUNJAB,1
"KATHAJODI AT CUTTACK D/S, ODISHA",2018,ODISHA,21,ODISHA,1
TUNGABHADRA AT ULLANUR,2017,KARNATAKA,29,KARNATAKA,1
SHIMSHA D/S NEAR MADDUAR TOWN,2017,KARNATAKA,29,KARNATAKA,1
"BICHIA, BRIDGE GOVINDGARH ROAD",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
"KRISHNA AT U/S OF UGARKHURD BARRAGE, KARNATAKA",2018,KARNATAKA,29,KARNATAKA,1
"MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),",2019,GUJARAT,24,GUJARAT,1
"KOLONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON, ASSAM",2017,ASSAM,18,ASSAM,1
MANER AT SOMNAPALLI,2017,ANDHRA PRADESH,36,TELANGANA,1
NARMADA AT MANDLA NEAR ROAD BDG,2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"CHAMLA AT W/S INTAKE POINT BADNAGAR, UJJAIN",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM",2017,ASSAM,18,ASSAM,1
"BETWA AT RAJGHAT DAM, SAGAR",2019,"MADHYA
PRADESH",23,MADHYA PRADESH,1
"NEWAJ AT W/S INTAKE POINT, SHUJALPUR, UJJAIN",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
KAGINA AT SHAHABAD BRIDGE,2012,KARNATAKA,29,KARNATAKA,1
BHIMA A/C WITH DAUNT,2016,MAHARASHTRA,27,MAHARASHTRA,1
KRISHNA AT TINTINI BRIDGE,2016,KARNATAKA,29,KARNATAKA,1
"GANGA AT A/C OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA, DEHRADUN",2018,UTTARAKHAND,5,UTTARAKHAND,1
"YAMUNA AT MAZAWALI, U.P",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA, RAJASTHAN",2014,RAJASTHAN,8,RAJASTHAN,1
"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",2017,MAHARASHTRA,27,MAHARASHTRA,1
"CAUVERY AT PALLIPPALAYAM, TAMIL NADU",2018,TAMIL NADU,33,TAMIL NADU,1
TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELOW BRIDGE NEAR CHATHA MSW DUMPING SITE,2012,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"PAWANA RIVER AT CHINCHWADGAON, HAWELI, PUNE",2017,MAHARASHTRA,27,MAHARASHTRA,1
"LIDDER NALLAH NERA BUMZOO, ANANTNAG",2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",2013,WEST BENGAL,19,WEST BENGAL,1
"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",2017,ANDHRA PRADESH,36,TELANGANA,1
"BEAS D/S PATHANKOT, PUNJAB",2019,PUNJAB,3,PUNJAB,1
"CAUVERY AT GRAND ANICUT, TRICHY",2016,TAMIL NADU,33,TAMIL NADU,1
BHALLA RIVER AT LOHIA BRIDGE D/S KASHIPUR,2012,UTTARAKHAND,5,UTTARAKHAND,1
"RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI, WEST BENGAL",2014,WEST BENGAL,19,WEST BENGAL,1
RIVER BEAS U/S NADAUM TOWN,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"BIRUPA AT CHOUDWAR, ORISSA",2013,ORISSA,21,ODISHA,1
GODAVARI AT PANCHAVATI AT RAMKUND,2017,MAHARASHTRA,27,MAHARASHTRA,1
BARAK D/S OF SILCHAR,2016,ASSAM,18,ASSAM,1
"MAHANANDA AT THAKURGANJ, KISHANGANJ ROAD BRIDGE",2016,BIHAR,10,BIHAR,1
"KOLONG RIVER AT MARIGAON, ASSAM",2018,ASSAM,18,ASSAM,1
RIVER SATLUJ AT JALANDHAR D/S (MALSIAN BRIDGE),2017,PUNJAB,3,PUNJAB,1
GODAVARI AT LATUR WATER INTAKE NR PUMP HOUSE AT DHAMEGAON.,2012,MAHARASHTRA,27,MAHARASHTRA,1
BEAS D/S PATHANKOT,2016,PUNJAB,3,PUNJAB,1
"KIM RIVER AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST. SURAT",2019,GUJARAT,24,GUJARAT,1
"VEDADRI , GUNTUR DIST., A.P",2018,"ANDHRA
PRADESH",28,ANDHRA PRADESH,1
BEAS U/S KULLU,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"SIRSA AT D/S NALAGARH BRIDGE, H.P",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP,",2019,ASSAM,18,ASSAM,1
"GIRNA RIVER AT MALEGAON ROAD BRIDGE, VILLAGE MALEGAON, TALUKA MALEGAON, DISTRICT NASHIK.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"BAITARNI AT ANANDPUR, ORISSA",2013,ORISSA,21,ODISHA,1
SIKRANA AT CHANPATIYA,2014,BIHAR,10,BIHAR,1
RAVI AT U/S MADHOPUR,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"BRAHAMPUTRA AT PANDU, ASSAM",2014,ASSAM,18,ASSAM,1
BRAHAMPUTRA AT NIMATIGHAT,2016,ASSAM,18,ASSAM,1
KOSI RIVER AT KASHIPUR BAJPUR ROAD BRIDGE,2012,UTTARAKHAND,5,UTTARAKHAND,1
"CAUVERY AT SATHYAGALAM BRIDGE, KARNATAKA",2018,KARNATAKA,29,KARNATAKA,1
GANDAK AT GOPALGANJ - PIPRA KOTHI RD BDG (DUMARIA GHAT),2012,BIHAR,10,BIHAR,1
"MALPRABHA AT WATER ABSTR. PT. TO HUBLI, DHARWAR,",2019,KARNATAKA,29,KARNATAKA,1
CAUVERY AT PALLIPPALAYAM,2012,TAMILNADU,33,TAMIL NADU,1
"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",2014,WEST BENGAL,19,WEST BENGAL,1
POONPUN RIVER NEAR POONPUN RAIL BRIDGE,2017,BIHAR,10,BIHAR,1
SIKRAHNA RIVER AT LAURIA - HARINAGAR ROAD BRIDGE,2014,BIHAR,10,BIHAR,1
"YAMUNA AT U/S OF LAKHWAR DAM, U.P",2013,UTTARAKHAND,5,UTTARAKHAND,1
"RIVER MUSI RESERVOIR AT KASANIGUDA, NALGONDA, A.P.",2013,ANDHRA PRADESH,36,TELANGANA,1
"CAUVERY AT RANGANATHITTU,",2017,KARNATAKA,29,KARNATAKA,1
SHIMSHA AT WATER SUPPLY INTAKE POINT AT MADDUAR,2017,KARNATAKA,29,KARNATAKA,1
"GODAVARI AT MANCHERIAL, A.P.",2013,ANDHRA PRADESH,36,TELANGANA,1
NARMADA AT SETHANIGHAT M.P.,2013,MADHYA PRADESH,23,MADHYA PRADESH,1
SWAN RIVER B/C OF GARNI KHAD,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"DHANSIRI AT BRIDGE NEAR PURANA BAZAAR, NAGALAND",2014,NAGALAND,13,NAGALAND,1
"KRISHNA AT KRISHNA BRIDGE, KARAD, KARAD, SATARA",2019,MAHARASHTRA,27,MAHARASHTRA,1
"NIRA RIVER AT SANGAVI, VILLAGE SANGAVI, TALUKA PHALTAN, DISTRICT SATARA.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"D/S OF KALINGARAYAN CANAL (B10), ERODE",2012,TAMILNADU,33,TAMIL NADU,1
"GODAVARI RIVER AT KAPILA GODAVARI CONFLUENCE POINT, TAPOVAN.",2017,MAHARASHTRA,27,MAHARASHTRA,1
CAUVERY AT WATER SUPPLY INTAKE POINT AT KOLLEGALA DASANAPURA,2019,KARNATAKA,29,KARNATAKA,1
"PENGANGA RIVER D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL",2017,MAHARASHTRA,27,MAHARASHTRA,1
"KANSI, D/S MIDNAPORE, NEAR NEW HANUMAN MANDIR, GANDHIGHAT",2016,WEST BENGAL,19,WEST BENGAL,1
"BISULPUR DAM, TONK, RAJASTHAN",2019,RAJASTHAN,8,RAJASTHAN,1
"MAHANADI AT HIRAKUD RESERVOIR, ODISHA",2018,ODISHA,21,ODISHA,1
"CAUVERY AT TRICHY,GRAND ANAICUT, TAMILNADU",2014,TAMILNADU,33,TAMIL NADU,1
LAKSHMANTIRTHA AT D/S OF HUNSUR TOWN,2012,KARNATAKA,29,KARNATAKA,1
"CHATHE AT MEDZIPHEMA, DIMAPUR",2013,NAGALAND,13,NAGALAND,1
"YAMUNA AT WAZIRABAD, DELHI, CPCB",2014,DELHI,7,DELHI,1
"BEAS AT U/S MANALI, H.P.",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM",2014,ASSAM,18,ASSAM,1
"MAHI NEAR RAJASTHAN BORDER AT KADANA DAM,",2019,GUJARAT,24,GUJARAT,1
"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
KOSI AT KASHIPUR BAJPUR ROAD BRIDGE,2016,UTTARAKHAND,5,UTTARAKHAND,1
KOSHI RIVER AT MADHEPURA,2014,BIHAR,10,BIHAR,1
"PAWANA AT CHINCHWADGAON, PUNE.",2012,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT BUXAR, RAMREKHAGHAT",2017,BIHAR,10,BIHAR,1
RAVI AT U/S CHAMBA,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
JHELUM RIVER AT VERINAG,2019,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"RIVER SAI AT JALALPUR, JAUNPUR",2017,UTTAR PRADESH,9,UTTAR PRADESH,1
"LOHIT RIVER AT ALUBARI,",2017,ASSAM,18,ASSAM,1
KOSI RIVER AT KASHIPUR BAJPUR ROAD BRIDGE,2014,UTTARAKHAND,5,UTTARAKHAND,1
GOBARI AT KENDRAPARA D/s,2019,ODISHA,21,ODISHA,1
"R. SINDH AT DABRA, M.P",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
"GANGA AT CONFLUENCE OF SONE DORIGANJ, CHAPRA",2016,BIHAR,10,BIHAR,1
GANGA AT HOWRAHSHIVPUR,2018,WEST BENGAL,19,WEST BENGAL,1
LIDDER NALLAH AT CLUB PARK,2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
KAMLA RIVER AT JAYNAGAR,2019,BIHAR,10,BIHAR,1
"KRISHNA AT WADAPALLY AFTER CONFL. WITH R. MUSI, A.P.(SHIFTED FROM 1220)",2014,ANDHRA PRADESH,36,TELANGANA,1
"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA, MP",2014,MADHYA PRADESH,23,MADHYA PRADESH,1
"GANGA AT DAKSHMINESWAR, WEST BENGAL",2013,WEST BENGAL,19,WEST BENGAL,1
"YAMUNA AT MATHURA D/S , U.P.",2014,DELHI,9,UTTAR PRADESH,1
MAHANADI AT SAMBALPUR FD/S T SHANKARMATH,2019,ODISHA,21,ODISHA,1
BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN,2016,PUNJAB,3,PUNJAB,1
"HAMSALA DEEVI , GUNTUR DIST, A.P",2014,ANDHRA PRADESH,28,ANDHRA PRADESH,1
"RIVER NAKKAVAGU, BACHUGUDEM,MEDAK",2014,ANDHRA PRADESH,36,TELANGANA,1
SONE RIVER NEAR BANZARI,2012,BIHAR,10,BIHAR,1
KAMENG,2018,ARUNACHAL PRADESH,12,ARUNACHAL PRADESH,1
SATLUJ D/S RAMPUR,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GANGA U/S, VINDHYACHAL, MIRZAPUR",2019,UTTAR PRADESH,9,UTTAR PRADESH,1
HARBORA RIVER AT NARKATIAGANJ,2017,BIHAR,10,BIHAR,1
TAPI AT AJNAND VILLAGE,2016,MAHARASHTRA,27,MAHARASHTRA,1
TAPI AT BHUSAWAL US MAHARASHTRA,2013,MAHARASHTRA,27,MAHARASHTRA,1
"NANDAUR RIVER U/S SITARGANJ INDUSTRIAL AREA, US NAGAR",2018,UTTARAKHAND,5,UTTARAKHAND,1
GODAVARI RIVER NEAR TAPOVAN.,2013,MAHARASHTRA,27,MAHARASHTRA,1
RIVER SUTLEJ AT JALANDHAR U/S (PEERU SHAH KA DARGAH),2019,PUNJAB,3,PUNJAB,1
SUBARNAREKHA AT GHATISLA ROAD BRIDGE,2012,JHARKHAND,20,JHARKHAND,1
SATLUJ AT D/S KIRATPUR SAHIB,2012,PUNJAB,3,PUNJAB,1
"MAHANADI AT CUTTACK U/S, ORISSA",2013,ORISSA,21,ODISHA,1
"JAI BHARALI RIVER NEAR BISWANATH CHARALI, SONITPUR",2018,ASSAM,18,ASSAM,1
IB D/SBRAJRAJNAGAR (INTAKE),2016,ODISHA,21,ODISHA,1
"SEONATH AT SHIMGA AFTER CONFL. WITH R. KHAROON,",2019,CHHATTISGARH,22,CHHATTISGARH,1
"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT, JABALPUR",2014,MADHYA PRADESH,23,MADHYA PRADESH,1
"GANDAK AT REWAGHAT, MUJAFFARPUR",2017,BIHAR,10,BIHAR,1
"DHANSIRI AT NAGALAND-ASSAM BORDER, DIMAPUR",2013,NAGALAND,13,NAGALAND,1
"WAINGANGA AT ASHTI, MAHARASHTRA",2013,MAHARASHTRA,27,MAHARASHTRA,1
BASPA AT U/S RESERVOIR BASPA PROJECT,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"YAMUNA AT U/S DAK PATHER,",2019,UTTARAKHAND,5,UTTARAKHAND,1
KAMLA RIVER AT DARBHANGA,2019,BIHAR,10,BIHAR,1
MAHANADI POWER CHANNEL D/S NEAR BURLA,2017,ODISHA,21,ODISHA,1
WAINGANGA U/S OF ELLORA PAPER MILL.,2016,MAHARASHTRA,27,MAHARASHTRA,1
"RANGAVALI RIVER AT D/S OF NAVAPUR NEAR RANGAVALI BRIDGE, VILLAGE NAVAPUR, TALUKA NAVAPUR, DISTRICT NANDURBAR.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"RANGAVALI D/S OF NAVAPUR, NANDURBAR",2019,MAHARASHTRA,27,MAHARASHTRA,1
MAHI AT SEVALIA,2016,GUJARAT,24,GUJARAT,1
"ARKAVATHI AT T.G. HALLI RESERVOIR, , KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
CAUVERY AT RANGANATHITTU,2012,KARNATAKA,29,KARNATAKA,1
"MAHANADI AT KHARAD, CHHATISGARH.",2019,CHHATTISGARH,22,CHHATTISGARH,1
KRISHNA AT D/S OF ALAMATTI DAM,2012,KARNATAKA,29,KARNATAKA,1
"GODAVARI RIVER AT TAPOVAN, TAPOVAN, NASHIK",2019,MAHARASHTRA,27,MAHARASHTRA,1
"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",2014,ANDHRA PRADESH,36,TELANGANA,1
KRISHNA RIVER AT KRISHNA-VENNA SANGAM AT MAHULI.,2013,MAHARASHTRA,27,MAHARASHTRA,1
KABBANI AT MUTHANKARA,2016,KERALA,32,KERALA,1
"NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGANGA RIVER, JABALPUR",2017,MADHYA PRADESH,23,MADHYA PRADESH,1
KRISHNA AT HAMSALADEEVI PULIGADDA AQUEDUCT NEAR AVANIGADDA(V),2019,ANDHRA PRADESH,28,ANDHRA PRADESH,1
"NARMADA AT PANETHA, GUJARAT",2018,GUJARAT,24,GUJARAT,1
RIVER GANGA AT BEHRAMPORE (KHAGRA) MURSHIDABAD,2019,WEST BENGAL,19,WEST BENGAL,1
POONPUN RIVER NEAR KINZER ROAD BRIDGE,2017,BIHAR,10,BIHAR,1
SIUEL AT D/S SURGANI,2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
BAGMATI AT DARBHANGA - SAMASTIPUR ROAD BRIDGE,2012,BIHAR,10,BIHAR,1
"RIVER GIRI D/S LAIGIDHAR TRUST, BARU SAHIB",2019,"HIMACHAL
PRADESH",2,HIMACHAL PRADESH,1
"RIVER MUSI RESERVOIR AT KASANIGUDA, NALGONDA",2012,ANDHRA PRADESH,36,TELANGANA,1
DAMODAR AT DISHERGARH VILL.(NR.BIHARWEST BENGAL BORDER),2016,WEST BENGAL,19,WEST BENGAL,1
"BHADRA AT U/S OF MPM, KARNATAKA",2013,KARNATAKA,29,KARNATAKA,1
MORNA RIVER D/S OF RAILWAY BRIDGE AKOLA,2018,MAHARASHTRA,27,MAHARASHTRA,1
WATER INTAKE POINT FOR BURDWAN TOWN,2018,WEST BENGAL,19,WEST BENGAL,1
BEAS AT U/S MANDI,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM,2017,MAHARASHTRA,27,MAHARASHTRA,1
"KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM",2013,ANDHRA PRADESH,36,TELANGANA,1
PANAM AT LUNAWADA,2016,GUJARAT,24,GUJARAT,1
SATLUJ 1 KM. D/S OF ZENITH,2016,PUNJAB,3,PUNJAB,1
"YAMUNA AT AGRA U/S, U.P.",2017,UTTAR PRADESH,9,UTTAR PRADESH,1
GANGA AT HOWRAHSHIVPUR,2016,WEST BENGAL,19,WEST BENGAL,1
"PENNAR A/c WITH PAPAGNI, PUSPAGINI",2017,ANDHRA PRADESH,28,ANDHRA PRADESH,1
"BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA",2012,ASSAM,18,ASSAM,1
CHANDRABHAGA D/S OF PANDHARPUR TOWN,2012,MAHARASHTRA,27,MAHARASHTRA,1
"MORA BHARALI AT TEZPUR, ASSAM",2018,ASSAM,18,ASSAM,1
"YAMUNA AT D/S OF AGRA, U.P.",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
"SONE AT KOELWAR, BIHAR",2013,BIHAR,10,BIHAR,1
MAHI AT VASAD,2019,GUJARAT,24,GUJARAT,1
"DAMODAR RIVER NEAR BERMO RAILWAY STATION, BOKARO",2018,JHARKHAND,20,JHARKHAND,1
"RIVER JAMMER AT DHOLOWAD, RATLAM",2013,MADHYA PRADESH,23,MADHYA PRADESH,1
